Id,Game,Title,Release,Series,Genre,Sub.genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic,Destructoid,IGN,GameSpot,Avg_Reviews,Continent,Year,count,Last5Years,ï..Name,Gender,Age,Age_range,Playable,Sexualization,Species,Side,Relevance,Romantic_Interest,Sexualized_clothing,Trophy,Damsel.in.Distress,Sexualized.Cutscenes,Total
COL_Norah,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8,8.5,North America,2014,1,0,Norah / Nox,Female,Young adult,Young adult,1,0,Human,B,MC,No,0,0,0,0,0
COL_Oengus,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8,8.5,North America,2014,1,0,Oengus,Male,Unknown,Unknown,1,0,Humanoid,P,SC,No,0,0,0,0,0
COL_Robert,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8,8.5,North America,2014,1,0,Robert,Male,Unknown,Unknown,1,0,Humanoid-Animal,P,SC,No,0,0,0,0,0
COL_Rubella,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8,8.5,North America,2014,1,0,Rubella,Female,Young adult,Young adult,1,0,Human,P,SC,No,0,0,0,0,0
COL_Tristis,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8,8.5,North America,2014,1,0,Tristis,Male,Adult,Adult,1,0,Human,P,SC,No,0,0,0,0,0
COL_Umbra,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8,8.5,North America,2014,1,0,Umbra,Female,Middle-aged,Middle-aged,0,0,Human,A,MA,No,0,0,0,0,0
DC_Collector,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,NA,9.5,9,9.1,Europe,2018,1,1,Collector,Male,Unknown,Unknown,0,0,Humanoid,P,MC,No,0,0,0,0,0
DC_Gollum,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,NA,9.5,9,9.1,Europe,2018,1,1,Gollum,Male,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
DC_King,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,NA,9.5,9,9.1,Europe,2018,1,1,King,Male,Unknown,Unknown,0,0,Human,A,MA,No,0,0,0,0,0
DC_Prisoner,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,NA,9.5,9,9.1,Europe,2018,1,1,Prisoner,Non-binary,Unknown,Unknown,1,0,Creature,P,PA,No,0,0,0,0,0
DC_Tutorial,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,NA,9.5,9,9.1,Europe,2018,1,1,Tutorial Knight,Female,Unknown,Unknown,0,0,Human,P,SC,No,0,0,0,0,0
DEL_Alice,DEL,Disco Elysium,Oct-19,,RPG,RPG,ZA/UM,ZA/UM,GBR,Multi,18,No,1,0,2,1,33%,TR,M,2,0,0%,9.1,8.5,9.6,10,9.3,Europe,2019,1,1,Alice DeMettrie,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
DEL_Harrier,DEL,Disco Elysium,Oct-19,,RPG,RPG,ZA/UM,ZA/UM,GBR,Multi,18,No,1,0,2,1,33%,TR,M,2,0,0%,9.1,8.5,9.6,10,9.3,Europe,2019,1,1,Harrier Du Bois,Male,44,Middle-aged,1,0,Human,P,PA,No,0,0,0,0,0
DEL_Kim,DEL,Disco Elysium,Oct-19,,RPG,RPG,ZA/UM,ZA/UM,GBR,Multi,18,No,1,0,2,1,33%,TR,M,2,0,0%,9.1,8.5,9.6,10,9.3,Europe,2019,1,1,Kim Kitsuragi,Male,43,Middle-aged,0,0,Human,P,DA,No,0,0,0,0,0
DL_Aleksis,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Aleksis,Male,Adult,Adult,0,0,Human,A,MC,No,0,0,0,0,0
DL_Charlie,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Charlie,Male,Adult,Adult,0,0,Human,A,MC,No,0,0,0,0,0
DL_Colt,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Colt Vahn,Male,Adult,Adult,1,0,Human,P,PA,No,0,0,0,0,0
DL_Egor,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Egor,Male,Adult,Adult,0,0,Human,A,MC,No,0,0,0,0,0
DL_Fia,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Fia,Female,Adult,Adult,0,0,Human,A,MC,No,0,0,0,0,0
DL_Frank,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Frank,Male,Adult,Adult,0,0,Human,A,MC,No,0,0,0,0,0
DL_Harriet,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Harriet,Female,Adult,Adult,0,0,Human,A,MC,No,0,0,0,0,0
DL_Juliana,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Juliana,Female,Adult,Adult,0,0,Human,B,MA,No,0,0,0,0,0
DL_Wenjie,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9,10,10,9.5,Europe,2021,1,1,Wenjie,Female,Adult,Adult,0,0,Human,A,MC,No,0,0,0,0,0
DMC5_Dante,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10,9.5,9,9.3,Asia,2019,1,1,Dante,Male,Middle-aged,Middle-aged,1,0,Human,P,DA,No,0,0,0,0,0
DMC5_Lady,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10,9.5,9,9.3,Asia,2019,1,1,Lady,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
DMC5_Nero,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10,9.5,9,9.3,Asia,2019,1,1,Nero,Male,23,Young adult,1,0,Human,P,PA,No,0,0,0,0,0
DMC5_Nico,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10,9.5,9,9.3,Asia,2019,1,1,Nico,Female,Adult,Adult,0,0,Human,P,SK,No,0,0,0,0,0
DMC5_Trish,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10,9.5,9,9.3,Asia,2019,1,1,Trish,Female,Unknown,Unknown,0,0,Human,P,SC,No,0,0,0,0,0
DMC5_Urizen,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10,9.5,9,9.3,Asia,2019,1,1,Urizen,Male,Unknown,Unknown,0,0,Creature,A,MA,No,0,0,0,0,0
DMC5_V,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10,9.5,9,9.3,Asia,2019,1,1,V,Male,Adult,Adult,1,0,Human,B,PA,No,0,0,0,0,0
DMC5_Vergil,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10,9.5,9,9.3,Asia,2019,1,1,Vergil,Male,Middle-aged,Middle-aged,0,0,Human,A,MC,No,0,0,0,0,0
DOS2_Alexandar,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Alexandar,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
DOS2_Beast,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Beast,Male,Adult,Adult,1,0,Human,P,MC,Opt,0,0,0,0,0
DOS2_Braccus,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Braccus Rex,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
DOS2_Dallis,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Dallis,Female,Adult,Adult,0,0,Human,A,MC,No,0,0,0,0,0
DOS2_Fane,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Fane,Male,Adult,Adult,1,0,Humanoid,P,MC,Opt,0,0,0,0,0
DOS2_Godwoken,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Godwoken,Custom,Adult,Adult,1,0,Human,P,PA,No,0,0,0,0,0
DOS2_Ifan,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Ifan Ben-Mezd,Male,Adult,Adult,1,0,Human,P,MC,Opt,0,0,0,0,0
DOS2_Lohse,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Lohse,Female,Adult,Adult,1,0,Human,P,MC,Opt,0,0,0,0,0
DOS2_Lucian,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Lucian,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
DOS2_Red,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Red Prince,Male,Adult,Adult,1,0,Humanoid,P,MC,Opt,0,0,0,0,0
DOS2_Sebille,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9,9.6,10,9.5,Europe,2017,1,0,Sebille,Female,Adult,Adult,1,0,Human,P,MC,Opt,0,0,0,0,0
DQXI_Calasmos,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Calasmos,Male,Unknown,Unknown,0,0,Creature,A,MA,No,0,0,0,0,0
DQXI_Erik,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Erik,Male,19,Young adult,1,0,Human,P,MC,Opt,0,0,0,0,0
DQXI_Hendrik,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Hendrik,Male,36,Adult,1,0,Human,B,MC,Opt,0,0,0,0,0
DQXI_Hero,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Hero,Male,16,Teenager,1,0,Human,P,PA,No,0,0,0,0,0
DQXI_Jade,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Jade,Female,21,Young adult,1,2,Human,P,MC,Opt,1,0,0,1,2
DQXI_Jasper,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Jasper,Male,36,Adult,0,0,Human,B,SC,No,0,0,0,0,0
DQXI_King,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,King Carnelian,Male,Elderly,Elderly,0,0,Human,B,SC,No,0,0,0,0,0
DQXI_Mordegon,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Mordegon,Male,Unknown,Unknown,0,0,Humanoid,A,MA,No,0,0,0,0,0
DQXI_Rab,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Rab,Male,70,Elderly,1,0,Human,P,MC,Opt,0,0,0,0,0
DQXI_Serena,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Serena,Female,16,Teenager,1,0,Human,P,MC,Opt,0,0,0,0,0
DQXI_Serenica,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Serenica,Female,Unknown,Unknown,0,0,Human,P,SC,No,0,0,0,0,0
DQXI_Sylvando,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Sylvando,Male,Adult,Adult,1,0,Human,P,MC,Opt,0,0,0,0,0
DQXI_Veronica,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8,8.8,9,8.7,Asia,2017,1,0,Veronica,Female,16,Teenager,1,0,Human,P,MC,Opt,0,0,0,0,0
DS2_Aldia,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,NA,9,9,9,Asia,2014,1,0,Aldia,Male,Unknown,Unknown,0,0,Humanoid,A,SC,No,0,0,0,0,0
DS2_Bearer,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,NA,9,9,9,Asia,2014,1,0,Bearer of the Course,Custom,Unknown,Unknown,1,0,Human,P,PA,No,0,0,0,0,0
DS2_Emerald,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,NA,9,9,9,Asia,2014,1,0,Emerald Herald,Female,Unknown,Unknown,0,0,Human,P,SK,No,0,0,0,0,0
DS2_Nashandra,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,NA,9,9,9,Asia,2014,1,0,Nashandra,Female,Unknown,Unknown,0,0,Humanoid,A,MA,No,0,0,0,0,0
DS2_Vendrick,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,NA,9,9,9,Asia,2014,1,0,Vendrick,Male,Unknown,Unknown,0,0,Humanoid,A,MC,No,0,0,0,0,0
ER_Blaidd,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Blaidd,Male,Adult,Adult,0,0,Humanoid,P,SC,No,0,0,0,0,0
ER_Elden,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Elden Beast,Non-binary,Unknown,Unknown,0,0,Creature,A,SC,No,0,0,0,0,0
ER_Fia,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Fia,Female,Adult,Adult,0,0,Humanoid,P,SC,No,0,0,0,0,0
ER_Finger,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Finger Reader Enia,Female,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
ER_Godwyn,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Godwyn,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
ER_Malenia,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Malenia,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
ER_Maliketh,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Maliketh,Male,Adult,Adult,0,0,Creature,A,SC,No,0,0,0,0,0
ER_Melina,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Melina,Female,Adult,Adult,0,0,Human,P,SK,No,0,0,0,0,0
ER_Miquella,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Miquella,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
ER_Miriel,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Miriel,Male,Adult,Adult,0,0,Animal,P,SC,No,0,0,0,0,0
ER_Mohg,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Mohg,Male,Adult,Adult,0,0,Creature,A,SC,No,0,0,0,0,0
ER_Morgott,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Morgott,Male,Adult,Adult,0,0,Creature,A,SC,No,0,0,0,0,0
ER_Queen,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Queen Marika,Female,Adult,Adult,0,0,Human,A,MA,No,0,0,0,0,0
ER_Radagon,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Radagon,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
ER_Radhan,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Radhan,Male,Adult,Adult,0,0,Creature,A,SC,No,0,0,0,0,0
ER_Ranni,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Ranni the Witch,Female,Adult,Adult,0,0,Humanoid,P,MC,Yes,0,0,0,0,0
ER_Rykard,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Rykard,Male,Adult,Adult,0,0,Creature,A,SC,No,0,0,0,0,0
ER_Tarnished,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Tarnished,Custom,Adult,Adult,1,0,Human,P,PA,No,0,0,0,0,0
ER_Two,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10,10,10,9.9,Asia,2022,1,1,Two Fingers,Non-binary,Unknown,Unknown,0,0,Creature,P,SC,No,0,0,0,0,0
FC3_Citra,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Citra Taulgami,Female,29,Adult,0,3,Human,B,MC,Yes,1,1,0,1,3
FC3_Daisy,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Daisy Fitzroy,Female,26,Adult,0,0,Human,P,SC,No,0,0,0,0,0
FC3_Dennis,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Dennis,Male,37,Adult,0,0,Human,B,SC,No,0,0,0,0,0
FC3_Dr.Earnhardt,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Dr.Earnhardt,Male,66,Elderly,0,0,Human,B,SC,No,0,0,0,0,0
FC3_Grant,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Grant,Male,30,Adult,0,0,Human,P,SC,No,0,0,0,0,0
FC3_Hoyt,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Hoyt Volker,Male,48,Middle-aged,0,0,Human,A,MA,No,0,0,0,0,0
