Id,Game,Title,Release,Series,Genre,Sub.genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic,Destructoid,IGN,GameSpot,Avg_Reviews,Continent,Year,count,Last5Years,ï..Name,Gender,Age,Age_range,Playable,Sexualization,Species,Side,Relevance,Romantic_Interest,Sexualized_clothing,Trophy,Damsel.in.Distress,Sexualized.Cutscenes,Total
FC3_Jason,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Jason Brody,Male,25,Adult,1,0,Human,P,PA,No,0,0,0,0,0
FC3_Keith,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Keith,Male,24,Young adult,0,0,Human,P,SC,No,0,0,0,0,0
FC3_Liza,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Liza,Female,24,Young adult,0,1,Human,P,SC,Yes,0,0,1,0,1
FC3_Oliver,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Oliver,Male,23,Young adult,0,0,Human,P,SC,No,0,0,0,0,0
FC3_Riley,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Riley,Male,21,Young adult,0,0,Human,P,SC,No,0,0,0,0,0
FC3_Sam,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Sam Becker,Male,40,Middle-aged,0,0,Human,P,SC,No,0,0,0,0,0
FC3_Vaas,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Vaas Montenegro,Male,28,Adult,0,0,Human,P,MA,No,0,0,0,0,0
FC3_Willis,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9,8,9,9,8.8,North America,2019,1,1,Willis Huntley,Male,70,Elderly,0,0,Human,P,SC,No,0,0,0,0,0
FE3H_Aelfric,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Aelfric,Female,38,Adult,0,0,Human,B,SC,No,0,0,0,0,0
FE3H_Byleth,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Byleth,Custom,26,Adult,1,0,Human,P,PA,No,0,0,0,0,0
FE3H_Claude,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Claude,Male,23,Young adult,1,0,Human,B,MC,No,0,0,0,0,0
FE3H_Dimitri,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Dimitri Prince,Male,23,Young adult,1,0,Human,B,MC,No,0,0,0,0,0
FE3H_Edelgard,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Edelgard,Female,23,Young adult,1,0,Human,B,MC,Opt,0,0,0,0,0
FE3H_Flame,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Flame Emperor,Male,Unknown,Unknown,0,0,Human,B,SC,No,0,0,0,0,0
FE3H_Jeralt,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Jeralt,Male,Elderly,Elderly,0,0,Human,B,MC,No,0,0,0,0,0
FE3H_Nemesis,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Nemesis,Male,Unknown,Unknown,0,0,Human,B,SC,No,0,0,0,0,0
FE3H_Rhea,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Rhea,Female,Unknown,Unknown,0,0,Human,B,MC,Opt,0,0,0,0,0
FE3H_Sothis,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Sothis,Female,Unknown,Unknown,0,0,Human,P,SK,No,0,0,0,0,0
FE3H_Thales,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9,9.2,Asia,2019,1,1,Thales,Male,Unknown,Unknown,0,0,Human,A,MA,No,0,0,0,0,0
FLR_FLorence,FLR,Florence,Feb-18,,Interactive Story,Interactive Story,Mountains,Annapurna Interactive,USA,Mobile,3,No,1,1,1,1,50%,TR,M,2,0,0%,8.7,8,9.6,NA,8.8,North America,2018,1,1,FLorence Yeoh,Female,25,Adult,1,0,Human,P,PA,No,0,0,0,0,0
FLR_Krish,FLR,Florence,Feb-18,,Interactive Story,Interactive Story,Mountains,Annapurna Interactive,USA,Mobile,3,No,1,1,1,1,50%,TR,M,2,0,0%,8.7,8,9.6,NA,8.8,North America,2018,1,1,Krish,Male,Adult,Adult,0,0,Human,P,DA,Yes,0,0,0,0,0
GOW_Atreus,GOW,God of War,Apr-18,God of War,Action-adventure,Action-adventure,Santa Monica Studio,Sony Interactive Entertaiment,USA,Multi,18,No,1,0,6,1,14%,TR,M,9,1,11%,9.4,10,10,9,9.6,North America,2018,1,1,Atreus,Male,11,Child,0,0,Human,P,DA,No,0,0,0,0,0
GOW_Baldur,GOW,God of War,Apr-18,God of War,Action-adventure,Action-adventure,Santa Monica Studio,Sony Interactive Entertaiment,USA,Multi,18,No,1,0,6,1,14%,TR,M,9,1,11%,9.4,10,10,9,9.6,North America,2018,1,1,Baldur,Male,Adult,Adult,0,0,Human,A,MA,No,0,0,0,0,0
GOW_Freya,GOW,God of War,Apr-18,God of War,Action-adventure,Action-adventure,Santa Monica Studio,Sony Interactive Entertaiment,USA,Multi,18,No,1,0,6,1,14%,TR,M,9,1,11%,9.4,10,10,9,9.6,North America,2018,1,1,Freya,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
GOW_Kratos,GOW,God of War,Apr-18,God of War,Action-adventure,Action-adventure,Santa Monica Studio,Sony Interactive Entertaiment,USA,Multi,18,No,1,0,6,1,14%,TR,M,9,1,11%,9.4,10,10,9,9.6,North America,2018,1,1,Kratos,Male,Adult,Adult,1,0,Human,P,PA,No,0,0,0,0,0
GOW_Magni,GOW,God of War,Apr-18,God of War,Action-adventure,Action-adventure,Santa Monica Studio,Sony Interactive Entertaiment,USA,Multi,18,No,1,0,6,1,14%,TR,M,9,1,11%,9.4,10,10,9,9.6,North America,2018,1,1,Magni,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
GOW_Mimir,GOW,God of War,Apr-18,God of War,Action-adventure,Action-adventure,Santa Monica Studio,Sony Interactive Entertaiment,USA,Multi,18,No,1,0,6,1,14%,TR,M,9,1,11%,9.4,10,10,9,9.6,North America,2018,1,1,Mimir,Male,Adult,Adult,0,0,Humanoid,P,MC,No,0,0,0,0,0
GOW_Modi,GOW,God of War,Apr-18,God of War,Action-adventure,Action-adventure,Santa Monica Studio,Sony Interactive Entertaiment,USA,Multi,18,No,1,0,6,1,14%,TR,M,9,1,11%,9.4,10,10,9,9.6,North America,2018,1,1,Modi,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
GTAV_Amanda,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Amanda,Female,43,Middle-aged,0,3,Human,B,SC,Yes,1,1,0,1,3
GTAV_Chop,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Chop,Male,Unknown,Unknown,0,0,Animal,P,SK,No,0,0,0,0,0
GTAV_Devin,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Devin,Male,51,Middle-aged,0,0,Human,A,MA,No,0,0,0,0,0
GTAV_Franklin,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Franklin,Male,25,Adult,1,0,Human,P,PA,No,0,0,0,0,0
GTAV_Jimmy,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Jimmy,Male,20,Young adult,0,0,Human,P,SC,No,0,0,0,0,0
GTAV_Lamar,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Lamar,Male,26,Adult,0,0,Human,P,MC,No,0,0,0,0,0
GTAV_Lester,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Lester,Male,Unknown,Unknown,0,0,Human,P,SC,No,0,0,0,0,0
GTAV_Michael,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Michael,Male,48,Middle-aged,1,0,Human,P,PA,No,0,0,0,0,0
GTAV_Steve,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Steve,Male,38,Adult,0,0,Human,A,SC,No,0,0,0,0,0
GTAV_Tracy,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Tracy,Female,22,Young adult,0,3,Human,B,SC,No,1,0,1,1,3
GTAV_Trevor,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9,10,9,9.4,Europe,2013,1,0,Trevor,Male,46,Middle-aged,1,0,Human,P,PA,No,0,0,0,0,0
HA_Achilles,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Achilles,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Aphrodite,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Aphrodite,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Ares,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Ares,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Artemis,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Artemis,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Athena,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Athena,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Demeter,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Demeter,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Dionysus,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Dionysus,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Hades,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Hades,Male,Adult,Adult,0,0,Human,A,MA,No,0,0,0,0,0
HA_Hermes,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Hermes,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Megaera,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Megaera,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Nyx,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Nyx,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Persephone,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Persephone,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Poseidon,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Poseidon,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Thanatos,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Thanatos,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HA_Zagreus,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Zagreus,Male,Adult,Adult,1,0,Human,P,PA,No,0,0,0,0,0
HA_Zeus,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9,9,9,9.1,North America,2021,1,1,Zeus,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HLA_Alyx,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9,10,9,9.3,North America,2020,1,1,Alyx,Female,19,Young adult,1,0,Human,P,PA,No,0,0,0,0,0
HLA_Eli,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9,10,9,9.3,North America,2020,1,1,Eli Vance,Male,Middle-aged,Middle-aged,0,0,Human,P,MC,No,0,0,0,0,0
HLA_G-Man,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9,10,9,9.3,North America,2020,1,1,G-Man,Male,Middle-aged,Middle-aged,0,0,Human,P,MA,No,0,0,0,0,0
HLA_Gary,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9,10,9,9.3,North America,2020,1,1,Gary,Male,Unknown,Unknown,0,0,Humanoid,P,MC,No,0,0,0,0,0
HLA_Russell,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9,10,9,9.3,North America,2020,1,1,Russell,Male,Middle-aged,Middle-aged,0,0,Human,P,SK,No,0,0,0,0,0
HLKN_Cloth,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Cloth,Female,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
HLKN_Cornifer,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Cornifer,Male,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
HLKN_Elderburg,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Elderburg,Male,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
HLKN_Herrah,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Herrah,Female,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
HLKN_Hollow,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Hollow Knight,Non-binary,Unknown,Unknown,0,0,Humanoid,A,MC,No,0,0,0,0,0
HLKN_Hornet,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Hornet,Female,Unknown,Unknown,0,0,Humanoid,B,MC,No,0,0,0,0,0
HLKN_Knight,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Knight,Non-binary,Unknown,Unknown,1,0,Humanoid,P,PA,No,0,0,0,0,0
HLKN_Lurien,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Lurien,Male,Unknown,Unknown,0,0,Creature,P,SC,No,0,0,0,0,0
HLKN_Monomon,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Monomon,Female,Unknown,Unknown,0,0,Creature,P,SC,No,0,0,0,0,0
HLKN_Mr.Mushroom,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Mr.Mushroom,Male,Unknown,Unknown,0,0,Animated Plant,P,SC,No,0,0,0,0,0
HLKN_Pale,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Pale King,Male,Unknown,Unknown,0,0,Humanoid,A,MC,No,0,0,0,0,0
HLKN_Quirrel,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Quirrel,Male,Unknown,Unknown,0,0,Humanoid,P,MC,No,0,0,0,0,0
HLKN_Radiance,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Radiance,Female,Unknown,Unknown,0,0,Creature,A,MA,No,0,0,0,0,0
HLKN_Tiso,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Tiso,Male,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
HLKN_White,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,White Lady,Female,Unknown,Unknown,0,0,Creature,P,SC,No,0,0,0,0,0
HLKN_Zote,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10,9.4,9,9.3,Oceania,2017,1,0,Zote,Male,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
HLM_Beard,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Beard,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
HLM_Biker,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Biker,Male,Adult,Adult,1,0,Human,B,PA,No,0,0,0,0,0
HLM_Dennis,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Dennis Janitor,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
HLM_DonJuan,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,DonJuan,Female,Adult,Adult,0,0,Human,B,SC,No,0,0,0,0,0
HLM_Girlfriend,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Girlfriend,Female,Adult,Adult,0,2,Human,P,SC,Yes,0,1,1,0,2
HLM_Jacket,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Jacket,Male,Adult,Adult,1,0,Human,B,PA,No,0,0,0,0,0
HLM_Jonatan,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Jonatan Janitor,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
HLM_Rasmus,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Rasmus,Male,Adult,Adult,0,0,Human,B,SC,No,0,0,0,0,0
